cds	R_CP	R_DSC	S_CP	S_DSC
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103020_c0_g1_i1:2-373(+)	1.85432147852749	1.30883869415189	4.94383393633831	3.65282944782453
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103052_c0_g1_i1:157-1359(+)	9.96387466400029	11.5727442165207	11.1949340532311	12.3076824122417
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103062_c0_g1_i1:1-513(-)	30.934506042605	43.736025326262	24.2507716773681	32.5919982685488
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103083_c0_g1_i1:386-1357(-)	59.5382734654748	32.7143907276247	37.1061172212831	31.7696599876193
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103128_c0_g1_i1:3-533(+)	8.40762093875125	5.4549778823217	4.89308959902243	6.52462016665816
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103129_c0_g1_i1:1-450(-)	64.3901635953803	74.1994384547445	75.5773368132863	62.2332912358999
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103157_c0_g1_i1:325-693(+)	4.49524985749693	7.67500217285724	2.53491501193915	5.73938351341163
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103226_c0_g1_i1:2-562(-)	0.944070298521417	0.493316571664729	0.510378687342016	2.74813222119676
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103243_c0_g1_i1:503-1432(-)	38.805418162612	25.7912624699367	45.0281083240341	35.2721275123462
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103397_c0_g2_i1:1-504(+)	0.371831211530472	0.923580221004954	1.66042284063848	2.114103649127
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103470_c0_g1_i1:3-515(+)	1.77640362875621	1.15195123026429	1.08403120559175	1.18514291201409
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103513_c0_g1_i1:1-378(-)	1.87660968443409	2.09156305323579	1.4013960348253	1.83874217070802
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103547_c0_g2_i1:1-486(+)	0	0.0472499575874021	7.95929474686417	9.68912976802542
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103617_c0_g1_i1:188-1153(+)	2.02629019987877	1.7902156840413	0.896843247472357	0.783749498294395
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103650_c0_g1_i1:181-1263(+)	35.2464479603163	29.3563930526602	30.3001907752262	28.3369667626516
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	32.4232098909105	275.431018661154	31.4519674457854	68.4213571946873
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103663_c0_g1_i1:854-1519(-)	75.1868680477603	63.234220549349	120.889794739598	91.5174388443386
